,WardName,WardCode,WardCodeN,Pop2011,Children,WorkingAge,Older,PerChildren,PerWorking,PerOlder,MeanAge,MedianAge,AreaSqK,PopDensity,PerBAME,PerForeign,PerNoEngl,Fertility,MaleLiEx,FemLiEx,AmbPer1000,AmbAlco,Employed,EmpRate,NoofJobs,EmpPerHead,NHSNFore,HousePri,PropSold,HousePla,detached,semidet,terraced,flatmaisap,owned,socialrent,privrent,pershared,perfree,Ctab,Ctcde,CTfgh,mortgage,landlord,incapacity,incomesup,jobseekers,jsa1624,lonepar,outofwork,noadults,lonenot,id2010,Perid2010,GCSE,absence,noqual,level4,crime,violence,robbery,theft,criminal,drugs,fires,openspace,cars,ptaccess,elections,Candidate,InnerOuter,x,y
37,Barnet   West Hendon,00ACGS,E05000062,17402,3447,11975,1980,19.80806804,68.81392943,11.37800253,35.1,32.0,3.4,4720.588235,50.6,53.6,24.7,85.75342466,78.19,84.32,126.6,0.462741344,8259,63.6580854,9200,0.907192118,80.78817734,342539.875,136,6465,14.8,21.4,17.5,46.4,48.3,16.8,32.6,0.275830364,0.551660729,18.85687144,59.92716909,21.53261558,15,55,4.423076923,4.423076923,4.984645009,8.466325353,23.3557047,19.19463087,4.69151671,45.68527919,372.0,70.0,351.9962025,1.121984216,17.8,34.4,120.5111821,15.97444089,8.306709265,54.18530351,8.370607029,6.900958466,0.1,31.9946,0.908258355,3.544488687,33.22053017,Boris,Outer,522370.6494,188083.5259
38,Barnet   Woodhouse,00ACGT,E05000063,17575,3295,11898,2382,18.74822191,67.69843528,13.55334282,37.6,36.0,2.6,6596.153846,37.6,41.0,16.2,57.75,78.62,81.06,140.1,0.432658758,8854,67.71701721,5900,0.501531915,28.5106383,366443.462,184,7029,4.0,25.5,22.7,47.8,57.6,11.5,28.6,0.341394026,0.551920341,4.848396074,74.45437235,20.94624286,15,75,3.682008368,3.849372385,4.478316008,8.512919978,27.17391304,20.24456522,4.865334492,42.90909091,438.0,30.0,358.8798883,0.918152866,15.7,41.3,92.80235988,11.62241888,5.309734513,36.81415929,8.495575221,4.837758112,0.5,19.2913,0.982479004,2.830494798,36.74447687,Boris,Outer,526689.4075,191811.2657
39,Bexley   Barnehurst,00ADGA,E05000064,10418,1976,6542,1900,18.9671722,62.79516222,18.23766558,40.7,41.0,2.9,3586.206897,9.8,8.0,1.3,60.97560976,78.61,85.76,116.7,0.684150513,5091,67.80767182,2300,0.345333333,5.925925926,220461.7565,115,4304,6.5,54.8,22.2,16.5,80.0,10.7,8.3,0.105586485,0.316759455,7.049067035,88.43584428,4.445980189,10,10,2.686567164,2.686567164,3.467944279,8.971160126,26.09649123,18.20175439,3.330970943,38.01369863,511.0,28.57142857,365.0755556,0.906533436,23.1,20.1,41.82692308,11.05769231,1.153846154,11.44230769,7.115384615,2.692307692,0.7,35.8407,1.254193244,2.97089892,35.06703993,Boris,Outer,550294.634,175401.0493
40,Bexley   Belvedere,00ADGB,E05000065,11890,2658,7723,1509,22.3549201,64.95374264,12.69133726,36.2,35.0,3.2,3546.875,28.4,20.4,5.1,78.59649123,77.87,82.49,118.0,0.698384985,5563,65.33176747,3900,0.51986755,18.54304636,153290.7967,241,4988,5.7,25.8,31.8,36.7,63.6,16.1,18.6,0.269133726,0.412111018,23.57399282,75.20941364,1.555644196,20,55,4.569536424,5.496688742,6.145322151,10.39048167,40.87837838,27.36486486,6.147795487,42.57602862,296.0,85.71428571,312.0006993,1.377339004,23.7,21.9,67.55555556,18.22222222,1.688888889,22.31111111,10.4,4.088888889,0.7,33.1866,1.013247775,2.361196513,31.93379088,Boris,Outer,549389.3309,179197.6978
41,Bexley   Blackfen and Lamorbey,00ADGC,E05000066,10616,2087,6674,1855,19.65900528,62.86737001,17.47362472,40.1,41.0,1.7,6235.294118,7.3,7.1,1.2,53.33333333,84.22,84.56,75.5,0.256629598,5324,69.76805137,1300,0.186857143,2.857142857,256337.2941,136,4233,7.0,50.4,34.7,7.9,86.7,3.8,8.1,0.235493595,0.320271289,2.883479083,91.2077523,5.908768613,10, ,2.230215827,2.086330935,2.127848777,4.783914553,20.17167382,10.94420601,1.996151996,26.72064777,588.0,0.0,363.6834783,0.779772889,22.4,19.3,25.75471698,5.283018868,0.566037736,8.773584906,5.0,0.849056604,0.1,9.45078,1.34992785,2.082982489,35.88755708,Boris,Outer,545457.531,173911.5252
42,Bexley   Blendon and Penhill,00ADGD,E05000067,10910,2131,6825,1954,19.53253896,62.55728689,17.91017415,40.1,41.0,2.1,5023.809524,9.5,7.8,1.7,59.04761905,82.41,85.34,79.1,0.328162291,5491,69.73583947,1300,0.203484848,3.03030303,267106.8376,117,4335,8.9,46.8,34.2,10.1,88.5,2.6,8.1,0.12832264,0.201649863,3.153775322,83.35635359,13.5359116,10,10,2.213740458,1.832061069,2.385615304,4.717914745,19.71252567,8.624229979,2.199101442,28.35820896,596.0,0.0,354.7342657,0.798532495,21.5,19.6,36.58767773,5.592417062,0.663507109,12.98578199,4.075829384,2.274881517,0.4,13.8601,1.441948451,2.045428463,38.66311659,Boris,Outer,547213.6434,174018.2326
43,Bexley   Brampton,00ADGE,E05000068,10546,1819,6518,2209,17.24824578,61.80542386,20.94633036,42.8,44.0,2.0,5225.0,13.1,10.4,1.6,43.90243902,80.39,84.88,94.7,0.256163945,5140,67.39215943,1400,0.213587786,4.580152672,260878.7876,113,4232,6.6,73.0,10.8,9.7,88.9,4.4,5.7,0.094822682,0.284468045,4.808378957,88.45512973,6.712687455, , ,2.461538462,2.076923077,2.650674914,5.969517267,16.66666667,10.95238095,1.946647441,34.09090909,595.0,14.28571429,366.3496183,0.709596774,22.9,20.7,31.73076923,7.211538462,0.865384615,9.903846154,3.846153846,1.057692308,0.1,9.15112,1.326363855,2.542040131,41.21306376,Boris,Outer,548686.8496,176531.1505
44,Bexley   Christchurch,00ADGF,E05000069,10965,1985,6969,2011,18.10305518,63.55677155,18.34017328,40.8,41.0,2.5,4280.0,13.4,11.5,2.3,61.86046512,77.82,80.93,159.6,1.179051275,5537,69.93810787,8200,1.184172662,7.194244604,246740.6942,121,4568,12.9,46.9,18.2,22.0,80.7,3.9,14.2,0.109439124,0.40127679,5.551912568,83.73770492,10.8852459,10,10,2.73381295,2.661870504,3.342650221,7.525666365,23.28159645,15.5210643,2.779645819,33.4519573,527.0,14.28571429,374.9862595,0.958012821,21.0,24.9,110.754717,23.86792453,2.075471698,49.52830189,10.09433962,10.09433962,0.3,17.3204,1.222371666,3.41201246,34.93053587,Boris,Outer,548850.8741,175079.644
45,Bexley   Colyers,00ADGG,E05000070,11128,2469,7048,1611,22.18727534,63.33572969,14.47699497,37.5,37.0,1.6,6718.75,17.7,12.3,2.0,85.65217391,78.21,80.23,113.0,0.497388709,5055,63.84187926,800,0.108510638,9.219858156,192638.11,100,4515,4.3,50.7,17.7,27.2,61.5,29.4,7.0,0.503235083,0.35046729,29.09772777,69.18155747,1.720714758,10,70,4.822695035,6.028368794,6.661415003,12.56054467,38.68092692,28.69875223,7.228371358,51.93482688,294.0,57.14285714,341.575817,1.254875717,25.1,18.1,44.57943925,12.24299065,1.028037383,10.74766355,9.252336449,3.177570093,1.3,13.134,1.079286198,1.927891392,27.98634812,Boris,Outer,550847.338,176792.5793
46,Bexley   Crayford,00ADGH,E05000071,11226,2435,7156,1635,21.69071798,63.74487796,14.56440406,37.8,38.0,4.0,2700.0,11.7,10.0,1.9,64.16666667,77.41,87.46,114.7,0.517330574,5351,67.00475833,6500,0.974887218,6.015037594,179271.0502,219,4840,5.6,40.9,29.2,24.3,65.6,21.8,10.5,0.570105113,0.338499911,24.17423617,75.57803468,0.247729149,20,25,4.626865672,4.925373134,4.656200604,8.677567975,31.52173913,24.63768116,4.764916719,42.07920792,348.0,71.42857143,336.3927632,1.140632754,25.3,18.6,61.31455399,12.76995305,0.563380282,24.78873239,9.295774648,3.38028169,0.7,42.7185,1.116382037,2.032501176,30.45735129,Boris,Outer,551698.5002,174939.7707
47,Bexley   Cray Meadows,00ADGJ,E05000072,11207,2299,6937,1971,20.51396449,61.89881324,17.58722227,39.6,40.0,7.2,1513.888889,11.0,9.9,2.3,61.66666667,76.89,79.51,122.6,0.312174818,5080,64.63926708,6300,0.896571429,3.571428571,252009.5639,133,4810,6.5,44.4,17.6,31.3,65.7,22.8,9.3,0.562148657,0.374765771,13.49437734,78.48812995,8.079966681,10,20,4.604316547,5.179856115,4.053287352,8.695087851,32.53968254,25.1984127,5.523688124,49.29906542,345.0,57.14285714,351.7490566,1.055349183,25.1,22.2,46.17511521,11.24423963,0.276497696,16.58986175,6.175115207,2.304147465,0.4,61.6422,1.16762269,1.779318789,31.64325843,Boris,Outer,548431.9629,171550.3894
48,Bexley   Danson Park,00ADGK,E05000073,10864,2010,6958,1896,18.50147275,64.04639175,17.45213549,40.1,40.0,2.7,4018.518519,16.2,13.2,3.1,53.63636364,79.77,84.29,114.9,0.540818954,5375,68.16740647,2600,0.372957746,4.929577465,233131.5504,129,4565,9.1,46.4,22.8,21.7,77.9,8.9,11.2,0.423416789,0.349779087,8.165548098,84.51901566,9.015659955,20,10,2.624113475,2.624113475,3.329486209,5.652841066,26.89804772,16.05206074,3.368515607,34.51327434,523.0,14.28571429,356.297037,1.042647059,23.0,21.6,59.07407407,10.92592593,1.851851852,20.83333333,5.0,11.11111111,0.5,36.3168,1.190208848,2.903828371,34.24579413,Boris,Outer,547257.9774,175253.7535
49,Bexley   East Wickham,00ADGL,E05000074,10858,2054,6845,1959,18.91692761,63.0410757,18.04199668,40.2,41.0,2.2,4772.727273,16.9,13.4,3.2,71.2195122,78.95,83.99,115.5,0.463678516,5173,65.93168493,1400,0.219384615,14.61538462,228552.8319,113,4309,3.1,59.3,21.6,16.0,76.5,12.6,9.5,0.285503776,0.276293977,9.105728924,88.05309735,2.841173731,10,15,3.461538462,3.615384615,4.63209793,10.72448442,29.41176471,19.11764706,3.396674584,34.64052288,448.0,42.85714286,345.684375,1.277105832,26.4,18.8,45.33333333,9.333333333,1.238095238,12.76190476,7.333333333,4.095238095,0.1,26.4605,1.209026128,2.795359053,32.2145766,Boris,Outer,545756.7351,176435.8758
50,Bexley   Erith,00ADGM,E05000075,12053,2849,7788,1416,23.63726873,64.61461877,11.7481125,35.1,33.0,4.8,2260.416667,31.4,23.1,5.6,106.6666667,78.27,82.84,141.6,0.710610145,5357,62.81660413,5600,0.805899281,24.46043165,171182.886,114,5093,6.8,19.9,29.2,44.0,55.1,20.2,20.5,1.294283581,0.423131171,27.05767351,70.38123167,2.541544477,30,70,5.390070922,7.446808511,6.629593627,10.32493088,40.10067114,29.02684564,8.284263959,53.65853659,283.0,85.71428571,337.0985816,1.486937223,23.6,22.6,85.98130841,20.37383178,3.177570093,26.54205607,11.12149533,6.542056075,1.2,44.5912,0.954111675,2.446194574,26.96706628,Boris,Outer,550567.8884,178609.005
51,Bexley   Falconwood and Welling,00ADGN,E05000076,10800,2064,7036,1700,19.11111111,65.14814815,15.74074074,39.4,40.0,1.7,6352.941176,15.4,12.4,2.6,58.13953488,78.15,82.75,88.1,0.287281274,5504,69.90981837,1600,0.226068966,9.655172414,229119.187,123,4251,3.0,58.0,29.5,9.5,88.0,1.1,9.5,0.25,0.277777778,2.867978194,94.33515051,2.891680493,10, ,1.793103448,1.586206897,2.901469653,7.489720244,23.1884058,11.80124224,2.331794996,27.23404255,577.0,14.28571429,344.3028169,0.950951087,22.1,19.6,44.16666667,11.2037037,0.833333333,11.57407407,5.555555556,3.425925926,0.2,0.694935,1.31139179,2.584296173,35.82842725,Boris,Outer,545743.5529,175320.4782
52,Bexley   Lesnes Abbey,00ADGP,E05000077,11346,2374,7207,1765,20.92367354,63.52018332,15.55614313,38.7,39.0,2.4,4687.5,31.0,23.3,5.0,75.45454545,79.64,84.33,109.7,0.828043058,5148,63.56340289,600,0.076388889,19.44444444,215712.551,98,4566,7.1,40.6,25.9,26.4,67.1,21.0,10.3,0.326106117,0.237969328,29.80981866,67.71340115,2.432551968, ,45,3.636363636,4.055944056,5.312984193,10.10831596,33.82624769,22.36598891,5.105239588,40.83129584,380.0,57.14285714,335.1672619,1.043154574,23.8,22.5,57.15555556,8.266666667,2.222222222,21.33333333,7.466666667,3.822222222,0.4,36.8647,1.069861173,2.761009444,32.86808976,Boris,Outer,547990.3088,178300.1441
53,Bexley   Longlands,00ADGQ,E05000078,10442,1702,6476,2264,16.29955947,62.01877035,21.68167018,42.7,42.0,2.6,3865.384615,9.4,9.9,2.1,52.5,79.6,81.29,283.0,0.527131783,5059,67.76051433,3800,0.591968504,5.511811024,279988.6232,138,4617,9.4,39.4,11.8,39.5,75.0,13.2,10.7,0.210687608,0.306454702,8.519982433,76.48221344,14.7123408, ,10,3.070866142,2.362204724,2.791335314,6.601871569,20.88772846,11.74934726,2.321428571,37.16814159,549.0,16.66666667,373.8268041,0.752079395,20.9,27.1,40.69651741,8.358208955,0.597014925,15.02487562,4.577114428,2.189054726,0.1,30.0001,1.179241071,2.567850309,37.97787425,Boris,Outer,545665.4793,171881.8606
54,Bexley   North End,00ADGR,E05000079,11566,3100,7240,1226,26.80269756,62.59726785,10.60003458,33.4,32.0,5.7,1894.736842,27.0,18.8,3.3,89.6,74.03,79.01,127.4,0.538478797,4681,59.42617748,3000,0.433571429,15.0,147970.5882,68,4723,2.9,27.5,36.4,33.1,46.9,37.4,14.3,0.198858724,0.345841259,30.86341566,69.13658434,0.021110407,25,90,6.142857143,9.5,8.889655368,13.19139542,48.06547619,36.30952381,11.07752105,53.67741935,164.0,85.71428571,321.818705,1.540409483,28.8,19.5,89.86046512,22.13953488,2.511627907,23.90697674,16.55813953,7.720930233,3.5,65.2877,0.853595336,2.34490652,25.57692308,Ken,Outer,552720.3833,176967.4308
55,Bexley   Northumberland Heath,00ADGS,E05000080,10598,2185,6812,1601,20.61709757,64.27627854,15.10662389,38.7,39.0,1.8,6000.0,14.5,9.8,1.9,50.0,78.53,82.94,96.8,0.194660734,5141,67.19383087,1800,0.251428571,5.0,223394.7158,95,4126,4.5,56.1,29.0,10.4,80.3,9.3,8.9,0.179279109,0.358558219,9.784688995,88.27751196,1.961722488,15,25,3.45323741,3.81294964,3.814900077,7.94292034,26.32575758,17.99242424,4.20084514,40.06024096,486.0,28.57142857,350.0323529,1.036053985,23.3,17.8,41.11111111,9.722222222,0.555555556,13.05555556,7.407407407,2.12962963,0.7,13.5025,1.289087745,2.09706319,34.5686161,Boris,Outer,549566.9473,177294.7505
56,Bexley   St. Mary's,00ADGT,E05000081,10491,1903,6381,2207,18.13935754,60.82356305,21.0370794,42.1,43.0,4.4,2295.454545,8.4,8.1,1.1,61.21212121,80.69,92.59,101.0,0.418814433,5127,68.50614645,2200,0.350393701,3.937007874,308933.084,131,4390,23.2,38.2,26.2,12.3,85.7,4.1,9.1,0.095319798,0.314555333,4.396355353,70.77448747,24.98861048, , ,2.204724409,1.57480315,2.096182442,4.720133001,14.96598639,9.070294785,1.655011655,29.94652406,607.0,14.28571429,376.2841121,0.520816327,18.9,27.0,41.68316832,6.03960396,2.475247525,14.45544554,5.445544554,2.178217822,0.1,46.7985,1.369463869,2.624933598,41.96072851,Boris,Outer,549285.6067,173361.4697
57,Bexley   St. Michael's,00ADGU,E05000082,11135,2466,7145,1524,22.14638527,64.16704086,13.68657387,37.6,38.0,1.4,7678.571429,17.3,11.6,2.4,56.36363636,83.22,88.43,72.7,0.293411576,5548,69.69849246,1000,0.135035461,6.382978723,230292.1078,102,4073,1.8,82.3,8.2,7.7,85.8,7.0,6.1,0.215536596,0.233497979,6.38663719,92.23777942,1.375583395, , ,2.785714286,2.5,3.712956952,9.683937055,22.44165171,14.72172352,3.229844767,32.0,545.0,28.57142857,351.5967213,0.78896028,21.8,19.1,29.95348837,8.093023256,1.302325581,8.465116279,3.906976744,2.88372093,0.4,5.90611,1.354281422,2.014051363,34.50574387,Boris,Outer,547235.1854,176743.0051
58,Bexley   Sidcup,00ADGW,E05000083,10844,1715,6956,2173,15.81519734,64.14607156,20.0387311,42.0,42.0,2.7,3962.962963,10.1,10.6,2.2,43.72093023,76.36,78.84,123.6,0.424208145,5339,67.49683944,6700,1.002105263,7.518796992,263579.0823,158,4651,14.0,31.8,19.0,35.3,74.7,6.7,16.6,0.47952785,0.331980819,8.593581736,66.98255438,24.66077967, , ,1.96969697,1.742424242,1.994602092,4.581716571,18.0,10.25,2.158433467,31.42857143,593.0,0.0,370.0724409,0.730438842,19.1,27.2,53.05164319,11.07981221,1.126760563,19.90610329,6.572769953,3.098591549,0.3,25.7667,1.195594126,2.939373417,40.91969801,Boris,Outer,546467.7583,172659.2165
59,Bexley   Thamesmead East,00ADGX,E05000084,12094,3285,7983,826,27.1622292,66.00793782,6.829832975,31.9,32.0,4.8,2281.25,52.7,38.1,7.6,117.0212766,77.94,83.75,101.0,0.578731613,5075,59.70588235,3500,0.490422535,42.95774648,139270.0,53,4925,3.1,13.1,40.4,43.3,41.0,38.4,19.0,0.165371258,0.421696709,58.80016722,43.03929766,0.0,35,85,4.577464789,6.830985915,9.655401774,15.23466031,46.89265537,30.36723164,9.385254868,46.45550528,257.0,100.0,347.809697,1.395528669,20.8,28.2,68.47926267,17.32718894,2.119815668,19.7235023,8.294930876,5.529953917,1.8,70.4695,0.810763509,2.515295256,27.65840974,Ken,Outer,548306.8713,180249.1159
60,Brent   Alperton,00AEGJ,E05000085,14017,2664,10025,1328,19.00549333,71.52029678,9.474209888,34.9,32.0,2.1,6452.380952,81.8,66.8,32.3,87.5862069,76.74,86.98,100.7,0.690607735,6872,63.64141508,8400,0.967011494,89.08045977,216672.4648,71,4444,6.1,23.8,32.0,37.8,55.6,12.1,29.6,0.35670971,0.456588428,13.80346821,85.75722543,0.393063584,15,50,3.707865169,3.483146067,4.547707622,7.768362029,24.01812689,19.33534743,4.980750722,47.52851711,321.0,100.0,332.3626298,1.066550926,22.1,26.2,103.0943396,24.0754717,8.528301887,34.03773585,8.150943396,7.622641509,0.3,17.688,0.906159769,2.913025362,36.95560699,Ken,Outer,518373.8467,183773.4798
61,Brent   Barnhill,00AEGK,E05000086,15772,3293,10546,1933,20.87877251,66.86533097,12.25589653,35.8,33.0,3.0,4916.666667,69.7,56.5,22.9,79.04761905,79.61,82.67,129.9,0.429184549,6969,60.37948363,3500,0.382622951,73.22404372,352889.2099,81,5546,17.0,27.8,9.6,45.5,43.6,26.6,26.2,0.729140249,0.488206949,18.97770527,61.02954504,20.31901396,15,50,5.573770492,5.901639344,6.706357131,17.22172348,33.02263648,27.69640479,6.547068615,44.49064449,186.0,77.77777778,355.0306818,0.93946941,18.1,34.7,83.41296928,18.22525597,4.436860068,26.89419795,5.597269625,9.488054608,0.2,31.6146,0.993157019,2.841349559,35.96361119,Ken,Outer,519339.1991,187207.7368
62,Brent   Brondesbury Park,00AEGL,E05000087,13023,2187,9257,1579,16.79336558,71.08193197,12.12470245,36.7,34.0,1.7,7323.529412,43.8,47.2,16.2,67.1875,80.34,84.66,133.2,0.621007807,6820,67.82020684,2100,0.236342857,88.57142857,619161.8027,147,5528,8.4,16.6,6.8,68.2,44.3,21.5,32.0,0.215004223,0.71412117,5.845004669,74.3977591,20.33613445, ,40,4.261363636,4.659090909,5.344624872,10.3542399,25.75452716,23.54124748,3.802922443,42.24422442,286.0,75.0,340.3037037,0.902949853,15.9,45.0,91.56626506,16.94779116,4.337349398,26.42570281,5.78313253,13.89558233,0.3,9.57196,0.748032971,3.942030759,33.11735941,Ken,Outer,523615.1903,184172.0474
63,Brent   Dollis Hill,00AEGM,E05000088,13425,3365,8539,1521,25.06517691,63.60521415,11.32960894,34.2,32.0,2.3,5521.73913,64.3,54.5,22.0,81.17647059,79.85,87.5,112.7,0.320366133,5421,57.78701631,5200,0.643209877,58.64197531,304658.1356,59,4357,7.3,30.1,27.5,35.2,51.7,22.1,23.5,0.446927374,0.364990689,4.54965358,89.69976905,5.889145497,15,80,5.061728395,6.172839506,7.998214637,19.68954514,35.80729167,34.89583333,9.169793621,52.50544662,211.0,100.0,331.3035928,1.234131737,24.4,25.1,94.86166008,20.71146245,8.063241107,33.99209486,5.849802372,8.695652174,0.1,26.6385,0.942776735,2.732069675,31.87673655,Ken,Outer,522328.2022,186526.6599
64,Brent   Dudden Hill,00AEGN,E05000089,15059,3072,10525,1462,20.39976094,69.89175908,9.708479979,34.3,32.0,1.7,8352.941176,55.9,56.2,23.8,76.0,85.33,88.14,117.2,0.504084825,7100,62.61575095,3400,0.360209424,96.85863874,417772.8261,92,5324,4.8,29.5,21.6,44.0,43.7,19.9,34.2,0.338667906,0.418354472,12.03079885,81.55919153,7.507218479,10,85,4.791666667,6.197916667,9.131150656,16.32971773,37.15846995,34.9726776,8.041554444,51.08910891,189.0,100.0,348.2309524,1.209141104,19.8,31.7,112.0996441,27.75800712,9.110320285,29.46619217,7.900355872,15.08896797,0.3,11.5354,0.762408619,3.377409149,35.37699505,Ken,Outer,522010.6414,185388.8615
65,Brent   Fryent,00AEGP,E05000090,13445,2805,9048,1592,20.86277427,67.29639271,11.84083302,35.8,34.0,2.7,4666.666667,62.7,55.9,21.9,94.04255319,82.18,90.2,126.4,0.900163666,6205,62.7337984,4000,0.525921053,69.07894737,329614.9286,70,4503,5.3,44.4,12.9,37.4,57.1,13.9,26.8,0.230568985,0.483451097,3.957960644,89.17710197,6.976744186,10,50,4.052287582,3.921568627,5.12685111,13.21940877,23.3281493,21.30637636,4.915409236,45.68345324,311.0,87.5,356.3815603,0.696878752,20.3,29.0,78.71485944,17.34939759,6.987951807,23.05220884,6.104417671,8.032128514,0.1,39.2575,1.097165066,2.746248495,32.19778968,Ken,Outer,520305.2136,188451.5356
66,Brent   Harlesden,00AEGQ,E05000091,17162,4439,11358,1365,25.86528377,66.18109777,7.953618459,32.4,31.0,1.1,11318.18182,67.0,52.9,23.0,106.8852459,71.94,80.57,136.9,1.203237804,6867,56.42563681,2000,0.256601307,92.15686275,257980.3538,65,6785,4.0,8.6,15.8,71.4,21.8,44.0,30.7,0.670085072,0.646777765,28.70067072,71.33052566,1.076275152,10,195,8.896103896,13.50649351,23.4035537,37.44043911,55.05836576,43.6770428,10.95581605,46.7486819,27.0,100.0,308.4743842,1.497451215,24.1,21.4,189.5546559,50.36437247,12.87449393,36.51821862,15.30364372,40.24291498,0.2,8.87947,0.475804028,3.715862572,30.44878677,Ken,Outer,521414.2859,183892.9952
67,Brent   Kensal Green,00AEGR,E05000092,14915,2916,10661,1338,19.5507878,71.47837747,8.97083473,34.6,34.0,1.1,10500.0,52.3,50.2,21.9,94.57627119,76.67,83.07,133.4,1.280937907,7467,65.33379998,1800,0.23483871,116.1290323,440243.5965,114,6184,2.8,10.1,23.4,63.6,36.1,26.7,34.7,0.5162588,0.536372779,22.45462403,76.0414866,2.091616249,10,105,6.580645161,8.129032258,13.32788933,18.98722144,41.90193165,29.56909361,6.66336797,47.37678855,126.0,100.0,305.7681034,1.237262873,19.7,33.8,141.0434783,35.47826087,9.043478261,38.7826087,10.7826087,21.30434783,0.6,6.9417,0.592116114,3.925586243,31.83611885,Ken,Outer,522396.3627,183258.7024
68,Brent   Kenton,00AEGS,E05000093,12133,2029,8022,2082,16.7229869,66.11720102,17.15981208,40.0,38.0,2.3,5478.26087,70.0,53.9,19.6,57.87234043,83.72,86.15,109.5,0.507099391,5884,64.64513294,2500,0.313580247,37.03703704,387474.4048,84,3953,18.1,57.0,4.3,20.5,73.4,5.6,19.3,0.098903816,0.453309157,1.498602997,63.72872746,34.82346965, ,20,2.530864198,1.790123457,2.557799234,11.04011476,15.85623679,13.3192389,2.845318158,37.01298701,440.0,37.5,374.3834711,0.425332226,17.3,39.8,59.68,12.0,5.44,16.96,3.68,6.16,0.2,17.0008,1.352560786,2.582496995,34.87709298,Boris,Outer,517893.7819,188309.1848
69,Brent   Kilburn,00AEGT,E05000094,16989,3160,12365,1464,18.60027076,72.7823886,8.617340632,34.3,32.0,0.9,17500.0,50.0,48.1,18.4,81.4084507,76.22,84.21,131.5,1.027874564,8696,65.71946796,3000,0.299296482,74.87437186,468374.5827,127,7840,1.1,2.5,10.2,86.1,24.0,45.0,28.8,0.517982224,0.470892931,33.50993377,63.25827815,4.21192053,10,95,7.487437186,8.793969849,13.26910489,21.67936899,44.27157001,36.49222065,5.837033168,47.1281296,39.0,100.0,340.2530435,1.070766488,17.1,39.9,123.2587859,26.96485623,6.07028754,35.33546326,10.86261981,25.68690096,0.5,11.2114,0.427918517,5.374103351,32.83342766,Ken,Outer,525034.6097,183529.2151
